restaurant_id,restaurant_name_en,gmaps_rating,gmaps_reviews,tiktok_views,tiktok_likes,tiktok_shares,facebook_likes,wongnai_rating,wongnai_reviews
1825.0,Zeta Café Holiday Inn Bangkok Sukhumvit 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826.0,57th Street Marriott Sukhumvit 57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828.0,Kan Eang @ Pier (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831.0,The Coffee Club Royal Garden Plaza (Pattaya),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1834.0,The Coffee Club Boat Avenue (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835.0,The Coffee Club Terminal 21 Pattaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836.0,The Coffee Club Day Inn (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837.0,The Coffee Club Turtle Village (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841.0,River Barge at Chatrium Hotel Riverside Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847.0,Muteki by Mugendai Samyan Mitrtown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851.0,NEXT2 Cafe at Shangri-La Hotel Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854.0,Sumo 888 Izakaya Ari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856.0,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863.0,Miyagi Fuji Super 39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864.0,Kouen Premium Buffet AIA Capital Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865.0,Kouen Premium Buffet The Sense Pinklao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866.0,Kouen Premium Buffet Mega Bangna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867.0,Kouen Premium Buffet Empire Tower Sathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868.0,Kouen Premium Buffet Siam Square One (Branch 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870.0,Kouen Premium Buffet The Crystal Ratchapruek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878.0,Hong Teh Chinese Restaurant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888.0,My Cafe at My Beach Resort Panwa (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890.0,Baba Beach Club Natai at Sri Panwa (Phang-nga),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
